"code";"name";"sku";"price";"short_description";"description";"epaisseur";"longueur";"largeur";"choix";"country_of_manufacture";"attribute_set";"store";"type";"root_category";"product_websites";"weight";"status";"visibility";"tax_class_id"
"TF00000NBC000BL";"Nettoyant Bois Composite  ";"3239911106700";"20,80";"Dégraisse, nettoie et laisse les surfaces nettes et sans traces";"Spécial composites pour tous types de terrasses bois, tous types de terrasses résine et tous mobiliers pour l'extérieur. Le Nettoyant Terrasses nettoie et laisse les surfaces nettes et sans traces. 2 versions : nettoyant prêt à l'emploi (pulvérisateur) et concentré à diluer.Convient pour tous types de terrasses bois, tous types de terrasses résine et tous mobiliers pour l’extérieurPréserve l'aspect d'origine du solAgit contre l’incrustation des salissures et des marquesUtilisation simple et rapideFaible odeur";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMBCOFI000GILSV";"Lame De Terrasse Bois Composite Teinte Gris Iroise Lisse Fixation Invisible  ";"3760102970744";"20,80";"Personnalisez votre terrasse!Avec son jeu de couleurs, ses trois finitions, ses fixations invisibles et sa gamme d’accessoires, une terrasse Elégance en bois composite Forexia® offre une esthétique inégalée.";"Bonne résistance à la glisse, tant en finition rainurée, lisse que structurée.Ne grise pas comme un bois massifTerrasse durable sans traitement, imputrescibleInstallation facile et rapide: système de fixation adaptéClips invisibles et accessoires de finitionsUn investissement sur et écologiqueGarantie 25 ans*Fabriqué en France, sous technologie brevetée";"23,000";"4000,0000";"138,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TAPIN00LBETACSW";"Lambourde Pin Traite Autoclave";"945703293000";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"45,000";"3000,0000";"70,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TABCO00CLS000SV";" Clip Composite Simple Et Vis Inox Boite De 30. (Conso 18/m2)  ";"3760102970058";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMELOFACOU000LO";"Lame De Terrasse Elondo Choix Courant  Fixation A Visser 1 Face Lisse / 1 Face Antiderapante Profil Peigne.";"121130272";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"21,000";"0,0000";"130,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TABCO00CLA000SV";"Clip Composite D'Aboutage Et Vis Inox Boite De 10.   ";"3760102970157";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TF00000SATBEXBL";"Saturateur Environnement Bois Exotique   ";"3239917102928";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATBEXBL";"Saturateur Environnement Bois Exotique   ";"3239918102927";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATBEXBL";"Saturateur Environnement Bois Exotique   ";"3239911102924";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATCHEBL";"Saturateur Environnement Chêne";"3239911102900";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATCHEBL";"Saturateur Environnement Chêne";"3239917102904";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATCHEBL";"Saturateur Environnement Chêne";"3239918102903";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TA00000CFI000LO";"Clip Bois Fixation Invisible ( Conso 20/m2 ) ";"280500";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TA00000CFI000LO";"Clip Bois Fixation Invisible ( Conso 20/m2 ) ";"280200";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATGRIBL";"Saturateur Environnement Gris Vieilli  ";"3239918102958";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATGRIBL";"Saturateur Environnement Gris Vieilli  ";"3239916101540";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TF00000SATGRIBL";"Saturateur Environnement Gris Vieilli  ";"3239911102955";"20,80";"Imprégnation et protection des boiseries et menuiseries extérieures";"Naturellement pénétrant, le Saturateur Bois est destiné à la protection des bois difficilement imprégnables. Son application rationnelle humide sur humide conduit à la formation d'une protection nourissante. Recommandé sur terrasses, barrières, caillebotis, portails, ponts de bateaux, mobilier de jardin.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TABCO00CDF000SV";"Clip Composite Debut Et Fin  Et Vis Inox (Boite De 10)";"3760102970171";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"0,000";"0,0000";"0,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMBCOFI000GAASV";"Lame De Terrasse Bois Composite Teinte Gris Anthracite Antiderapant Fixation Invisible   ";"3760102970980";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"23,000";"4000,0000";"138,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMFREFICOUTHBBS";"Lame De Terrasse Frene Thermochauffe Choix Courant Fixation Invisible  Face Lisse Et Bombe Avec Fixation Et Vis";"921100311";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"21,000";"0,0000";"100,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMBCOFI000GALSV";"Lame De Terrasse Bois Composite Teinte Gris Anthracite Lisse Fixation Invisible  ";"3760102971055";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"23,000";"4000,0000";"138,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMBCOFI000GIASV";"Lame De Terrasse Bois Composite Teinte Gris Iroise Antiderapant Fixation Invisible   ";"3760102970201";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"23,000";"4000,0000";"138,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
"TMPSYFACOUTAMSW";"Lame De Terrasse Pin Sylvestre Choix Courant Traitement Autoclave Marron   Fixation A Visser 1 Face Lisse / 1 Face Antiderapante Profil Peigne.";"9271456413600";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"27,000";"3600,0000";"145,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TMPSYFACOUTAMSW";"Lame De Terrasse Pin Sylvestre Choix Courant Traitement Autoclave Marron   Fixation A Visser 1 Face Lisse / 1 Face Antiderapante Profil Peigne.";"9271456414800";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"27,000";"4800,0000";"145,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TMPSYFACOUTAMSW";"Lame De Terrasse Pin Sylvestre Choix Courant Traitement Autoclave Marron   Fixation A Visser 1 Face Lisse / 1 Face Antiderapante Profil Peigne.";"9271456414200";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"27,000";"4200,0000";"145,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TMPSYFACOUTAMSW";"Lame De Terrasse Pin Sylvestre Choix Courant Traitement Autoclave Marron   Fixation A Visser 1 Face Lisse / 1 Face Antiderapante Profil Peigne.";"9271456413000";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"27,000";"3000,0000";"145,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Search";"Shipping"
"TABCO00JUPGALSV";"Jupe De Finition Bois Composite Teinte Gris Anthracite  Lisse ";"3760102973172";"20,80";;"Le Lorem Ipsum est simplement du faux texte employé dans la composition et la mise en page avant impression. Le Lorem Ipsum est le faux texte standard de l'imprimerie depuis les années 1500, quand un peintre anonyme assembla ensemble des morceaux de texte pour réaliser un livre spécimen de polices de texte. Il n'a pas fait que survivre cinq siècles, mais s'est aussi adapté à la bureautique informatique, sans que son contenu n'en soit modifié. Il a été popularisé dans les années 1960 grâce à la vente de feuilles Letraset contenant des passages du Lorem Ipsum, et, plus récemment, par son inclusion dans des applications de mise en page de texte, comme Aldus PageMaker.";"20,000";"2000,0000";"70,000";;;"Default";"";"simple";"Catalogue";"base";"10";"Enabled";"Catalog, Search";"Shipping"
